CD8-T,Other immune,DC / Mono,CD3-T,B,NK,Kreatin-positive tumor,Tumor,CD4-T,Mesenchymal-like,Macrophages,Endothelial,Tregs,Unidentified,DC,Mono / Neu,Neutrophils,site_ID,patient_ID
75,0,21,0,8,4,32,0,100,0,74,1,2,0,0,0,1,3036,32
81,0,8,2,0,5,98,0,9,1,92,9,1,0,0,2,5,3037,32
61,3,6,7,5,2,38,1,16,1,95,2,1,1,0,5,0,3038,32
76,0,19,0,5,4,42,0,93,0,77,2,2,0,0,0,1,3039,32
68,0,19,3,0,3,89,0,21,0,96,2,2,1,0,0,0,3040,32
64,1,9,1,0,4,113,0,5,1,81,5,0,0,0,2,5,3041,32
75,0,10,4,0,4,99,0,9,0,87,0,1,0,0,1,2,3042,32
70,0,14,0,4,6,80,0,27,0,47,0,1,0,0,1,3,3043,32
71,0,3,4,0,6,89,0,15,1,96,2,0,0,0,2,6,3044,32
67,0,18,0,4,0,42,0,47,0,74,1,1,0,0,0,8,3045,32
73,2,13,4,2,5,47,0,15,0,90,0,1,0,0,3,16,3046,32
54,0,5,0,0,0,54,0,2,0,50,0,0,1,0,1,0,3047,32
59,0,4,3,0,3,103,0,10,0,96,3,1,0,0,0,5,3048,32
47,0,3,0,0,0,72,0,2,0,32,0,0,2,0,1,0,3049,32
38,0,4,0,0,0,98,0,1,0,29,0,0,2,0,5,6,3050,32
82,0,9,1,0,2,99,0,5,0,65,0,0,0,0,0,0,3051,32
43,0,7,2,0,1,30,0,3,0,49,0,1,0,0,1,4,3052,32
64,0,11,1,1,3,101,0,10,0,51,6,0,0,0,4,6,3053,32
76,0,12,1,6,5,77,0,36,0,46,1,1,0,0,1,3,3054,32
58,3,7,9,5,2,52,1,16,1,101,2,0,1,0,5,1,3055,32
101,0,7,4,0,6,84,0,11,1,96,7,3,0,0,2,2,3056,32
71,0,11,1,1,3,99,0,18,0,52,6,0,0,0,3,8,3057,32
83,0,15,2,4,7,69,0,58,0,66,2,1,0,0,0,3,3058,32
54,1,9,2,0,2,115,0,8,0,35,0,1,0,0,0,0,3059,32
64,0,12,5,0,4,103,0,8,0,79,0,2,0,0,1,1,3060,32
53,0,11,2,2,4,77,1,19,0,73,0,1,0,0,2,1,3061,32
30,0,0,0,0,0,78,0,1,0,23,0,0,2,0,2,0,3062,32
94,0,6,5,0,7,89,0,19,1,116,5,4,0,0,1,2,3063,32
66,0,4,4,0,5,128,0,3,0,36,0,0,0,0,1,5,3064,32
67,0,13,0,4,1,40,0,54,0,81,7,1,0,0,2,9,3065,32
97,0,5,3,0,8,81,0,11,1,106,9,3,0,0,2,2,3066,32
76,0,4,1,3,1,14,1,25,0,106,2,0,1,0,3,0,3067,32
71,0,10,4,1,6,78,0,19,1,102,3,1,0,0,1,1,3068,32
76,0,9,0,0,0,87,0,6,0,65,0,0,0,0,0,0,3069,32
82,0,6,4,0,5,112,0,7,1,55,7,2,0,0,2,1,3070,32
32,0,2,0,0,0,58,0,0,0,29,0,0,2,0,2,0,3071,32
59,1,11,3,0,2,41,0,11,1,67,0,1,0,0,2,15,3072,32
71,0,10,1,4,2,90,0,30,0,71,2,0,0,0,0,0,3073,32
59,0,9,2,4,3,108,0,24,0,38,0,0,0,0,1,5,3074,32
73,0,2,3,0,4,116,0,6,1,44,7,1,0,0,1,7,3075,32
62,0,4,3,3,6,92,0,16,1,94,2,0,0,0,2,6,3076,32
74,0,13,5,0,7,64,0,20,1,133,4,2,0,0,1,1,3077,32
91,0,9,2,4,3,88,0,24,0,60,2,0,0,0,0,2,3078,32
86,1,13,3,1,8,91,0,19,1,125,2,3,0,0,1,4,3079,32
76,0,23,0,5,4,36,0,91,0,78,2,1,0,0,1,9,3080,32
71,3,11,6,3,6,35,0,16,1,95,0,1,0,0,2,14,3081,32
90,0,8,5,0,6,81,0,21,0,105,1,3,0,0,1,2,3082,32
42,0,2,1,0,0,36,0,0,0,40,0,0,2,0,1,0,3083,32
35,0,2,1,0,0,56,0,1,0,35,0,0,2,0,3,9,3084,32
70,1,24,4,6,3,75,0,31,0,94,2,2,0,0,0,0,3085,32
59,2,14,2,0,1,75,0,9,0,77,0,1,0,0,4,20,3086,32
62,3,8,5,5,2,56,1,20,0,71,1,0,1,0,4,3,3087,32
58,1,22,5,6,6,73,0,25,1,101,3,2,0,0,1,1,3088,32
85,1,7,5,0,8,91,0,18,1,119,5,3,0,0,1,4,3089,32
79,0,10,3,1,4,86,0,12,0,89,0,1,0,0,1,2,3090,32
89,0,18,0,3,6,69,0,85,0,60,0,2,0,0,1,4,3091,32
84,1,6,1,2,2,37,0,40,1,94,1,1,0,0,1,1,3092,32
37,0,1,0,0,0,103,0,0,0,22,0,0,2,0,4,3,3093,32
61,0,6,3,4,4,114,0,18,0,49,0,0,0,0,1,9,3094,32
66,5,5,8,4,1,19,1,21,1,130,3,0,1,0,4,1,3095,32
52,0,3,4,0,3,105,0,12,1,89,2,0,0,0,0,5,3096,32
40,1,8,0,0,0,110,0,2,0,34,0,0,0,0,4,11,3097,32
88,0,10,1,2,3,106,0,11,0,61,2,0,0,0,0,0,3098,32
68,0,7,1,1,0,70,0,4,0,73,0,0,1,0,1,1,3099,32
85,0,15,1,1,3,89,0,31,0,64,6,0,0,0,1,7,3100,32
1,0,0,0,0,0,78,0,0,33,0,0,0,1,0,0,0,3101,33
4,5,3,0,0,0,59,0,2,18,12,0,0,2,0,0,0,3102,33
3,2,1,1,0,0,54,0,3,14,6,0,0,3,0,0,0,3103,33
1,2,4,0,0,0,34,1,0,30,7,0,0,3,0,0,0,3104,33
1,1,2,0,0,0,106,1,0,24,8,1,0,0,0,1,0,3105,33
2,2,0,0,1,0,89,0,0,22,2,0,0,0,0,0,0,3106,33
1,0,2,0,0,0,54,0,0,29,2,0,0,4,0,0,0,3107,33
7,2,0,0,0,0,89,1,1,27,12,0,0,3,0,0,0,3108,33
0,0,2,0,0,0,127,0,0,22,6,0,0,1,0,0,0,3109,33
5,3,6,1,0,0,45,0,0,17,11,0,0,1,0,0,0,3110,33
0,1,2,0,0,0,112,1,0,30,11,0,0,1,0,1,0,3111,33
0,0,0,0,0,0,102,0,0,17,4,0,0,0,0,0,0,3112,33
0,4,0,2,0,0,23,0,0,13,3,3,0,0,1,0,0,3113,33
7,2,1,0,0,0,78,1,1,28,14,0,0,3,0,0,0,3114,33
1,2,4,0,0,0,45,1,1,41,16,0,0,2,0,0,0,3115,33
4,0,2,1,0,0,62,0,2,21,14,0,0,2,0,0,0,3116,33
0,4,1,0,0,0,135,1,0,26,6,0,0,2,0,0,0,3117,33
3,3,3,1,0,0,60,1,1,19,5,0,0,2,0,0,0,3118,33
8,2,2,0,0,0,64,1,1,33,14,0,0,2,0,0,0,3119,33
0,0,0,0,0,0,41,0,0,12,3,0,0,1,0,0,0,3120,33
5,3,6,0,0,0,45,0,0,17,11,0,0,1,0,0,0,3121,33
2,3,5,0,0,0,47,1,0,21,7,0,0,2,0,0,0,3122,33
0,1,0,0,0,0,91,0,0,13,4,0,0,1,0,0,0,3123,33
0,0,1,0,0,0,12,0,0,10,0,0,0,0,0,0,1,3124,33
2,0,1,0,0,0,67,0,0,32,0,0,0,2,0,0,0,3125,33
1,1,1,0,0,0,84,2,1,31,9,1,0,2,0,0,0,3126,33
4,4,6,1,0,0,49,1,0,19,8,0,0,2,0,0,0,3127,33
4,0,1,1,0,0,100,0,0,24,5,0,0,0,0,0,0,3128,33
4,6,3,0,0,0,27,0,0,21,19,0,0,2,0,1,0,3129,33
0,1,2,0,0,0,129,0,0,30,8,0,0,1,0,1,0,3130,33
3,1,1,0,0,0,33,0,1,33,5,0,0,3,0,0,0,3131,33
0,0,0,0,0,0,123,0,0,12,2,0,0,0,0,0,0,3132,33
0,0,1,0,0,0,60,2,0,28,5,1,0,3,0,0,0,3133,33
0,1,1,0,0,0,88,1,0,29,10,1,0,1,0,1,0,3134,33
0,1,1,0,0,0,77,0,0,22,10,0,0,1,0,1,0,3135,33
0,1,2,0,0,0,121,1,0,30,10,0,0,0,0,1,0,3136,33
1,1,1,0,0,0,85,2,1,28,9,1,0,1,0,0,0,3137,33
0,2,1,1,0,0,8,0,0,12,2,0,0,0,0,0,1,3138,33
0,0,1,0,0,0,43,0,0,18,7,0,0,1,0,1,0,3139,33
4,2,1,1,0,0,43,0,4,17,6,0,0,3,0,0,0,3140,33
1,0,0,0,0,0,143,0,0,14,4,1,0,0,0,0,0,3141,33
8,2,2,0,0,0,64,1,1,30,14,0,0,3,0,0,0,3142,33
1,0,2,0,0,0,101,1,0,26,5,1,0,0,0,0,0,3143,33
6,0,0,0,0,0,111,1,0,17,10,0,0,2,0,0,0,3144,33
3,0,0,0,0,0,128,1,0,18,3,0,0,2,0,0,0,3145,33
2,0,0,0,0,0,71,0,0,32,1,0,0,1,0,0,0,3146,33
1,3,6,0,0,0,38,1,0,27,10,0,0,3,0,0,0,3147,33
2,1,1,0,0,0,61,1,1,32,3,0,0,2,0,0,0,3148,33
3,2,1,1,0,0,25,0,2,30,4,0,0,3,0,0,0,3149,33
0,2,1,0,0,0,132,1,0,27,9,0,0,1,0,0,0,3150,33
1,1,1,0,0,0,75,0,0,22,4,0,0,0,0,0,0,3151,33
0,0,1,0,0,0,76,0,0,11,5,0,0,1,0,1,0,3152,33
2,0,1,0,0,0,131,0,0,15,4,1,0,0,0,0,0,3153,33
0,0,2,0,0,0,98,1,0,29,6,0,0,0,0,0,0,3154,33
9,5,3,0,0,0,41,0,1,23,16,0,0,3,0,0,0,3155,33
1,3,6,0,0,0,32,1,0,28,10,0,0,3,0,0,0,3156,33
3,1,6,1,0,0,63,1,1,23,15,0,0,2,0,0,0,3157,33
3,2,2,0,0,0,31,1,1,38,8,0,0,3,0,0,0,3158,33
0,3,1,0,0,0,113,0,0,14,5,0,0,2,0,0,0,3159,33
1,0,2,0,0,0,44,0,0,29,3,0,0,4,0,0,0,3160,33
0,0,1,0,0,0,84,2,0,24,9,1,0,2,0,0,0,3161,33
1,1,2,0,0,0,112,1,0,31,6,1,0,0,0,0,0,3162,33
7,1,0,0,0,0,103,1,0,24,11,0,0,2,0,0,0,3163,33
0,0,1,0,0,0,60,0,0,11,5,0,0,1,0,1,0,3164,33
6,0,0,0,0,0,122,1,0,19,6,0,0,2,0,0,0,3165,33
6,0,1,0,0,0,106,0,0,24,10,0,0,1,0,0,0,3166,33
1,2,4,0,1,0,56,0,1,38,15,0,0,1,0,0,0,3167,33
0,6,2,4,0,0,21,0,0,23,5,3,0,0,1,0,0,3168,33
1,0,2,0,0,0,87,2,0,26,5,1,0,0,0,0,0,3169,33
1,3,4,1,0,0,50,1,0,21,6,0,0,3,0,0,0,3170,33
0,0,2,1,0,0,35,0,0,19,0,0,0,0,0,0,1,3171,33
4,0,0,0,0,0,113,0,0,22,6,0,0,1,0,0,0,3172,33
0,0,2,1,0,0,45,0,0,13,0,0,0,0,0,0,1,3173,33
0,1,2,0,0,0,110,1,0,31,9,0,0,0,0,1,0,3174,33
0,1,1,0,0,0,66,0,0,24,10,0,0,1,0,1,0,3175,33
3,1,1,1,0,0,34,0,1,32,4,0,0,3,0,0,0,3176,33
2,1,1,0,0,0,74,1,0,32,3,0,0,1,0,0,0,3177,33
2,6,2,3,0,0,30,0,3,13,20,0,0,0,1,0,0,3178,33
0,0,0,0,0,0,125,0,0,7,4,0,0,1,0,0,0,3179,33
2,1,1,0,0,0,75,1,1,31,3,0,0,1,0,0,0,3180,33
1,0,2,0,0,0,86,1,0,29,5,2,0,0,0,0,0,3181,33
1,2,2,0,0,0,58,2,1,34,12,1,0,2,0,0,0,3182,33
3,3,4,1,0,0,48,1,1,16,3,0,0,2,0,0,0,3183,33
0,0,1,0,0,0,68,2,0,29,8,1,0,2,0,0,0,3184,33
1,6,2,0,0,0,20,0,1,21,12,0,0,2,0,1,0,3185,33
0,1,5,0,0,0,49,0,1,31,10,0,0,4,0,0,0,3186,33
1,0,0,0,0,0,74,0,0,17,3,0,0,0,0,0,0,3187,33
1,1,1,0,0,0,76,0,0,24,4,0,0,0,0,0,0,3188,33
3,6,2,1,0,0,49,0,1,11,29,0,0,3,5,0,2,3189,33
1,0,1,0,0,0,90,2,0,24,9,1,0,2,0,0,0,3190,33
0,1,4,0,0,0,53,0,1,32,10,0,0,3,0,0,0,3191,33
1,0,2,0,0,0,90,1,0,27,6,2,0,0,0,0,0,3192,33
0,1,3,0,0,0,115,1,0,30,11,0,0,1,0,1,0,3193,33
0,1,3,0,0,0,123,1,0,30,8,0,0,1,0,1,0,3194,33
0,2,0,1,0,0,19,0,0,7,4,0,0,0,0,0,0,3195,33
6,1,1,0,0,0,97,1,1,26,8,0,0,2,0,0,0,3196,33
3,0,0,0,0,0,105,1,0,25,5,1,0,1,0,0,0,3197,33
0,1,1,0,0,0,95,0,0,17,6,0,0,1,0,1,0,3198,33
0,0,2,0,0,0,114,0,0,21,7,0,0,1,0,0,0,3199,33
0,0,1,0,0,0,77,0,0,12,6,0,0,1,0,1,0,3200,33
7,2,0,0,0,0,89,0,0,1,25,1,0,6,0,5,0,3201,34
1,5,1,1,0,0,105,0,0,0,16,2,0,1,0,0,45,3202,34
11,29,2,0,0,0,31,0,0,6,16,0,0,25,0,2,0,3203,34
5,18,2,1,0,0,62,0,1,4,29,5,0,14,0,6,0,3204,34
9,18,7,2,1,0,24,0,0,12,38,4,0,33,0,6,0,3205,34
11,20,2,0,0,0,86,0,0,0,24,2,0,18,0,3,0,3206,34
12,31,1,1,0,0,59,0,0,0,21,0,0,21,0,1,0,3207,34
12,11,1,0,0,0,97,0,1,3,42,4,0,10,0,6,0,3208,34
1,4,0,0,0,0,104,0,0,0,8,2,0,1,0,1,20,3209,34
8,9,0,1,0,0,89,0,0,0,39,3,0,6,0,3,1,3210,34
2,0,0,0,0,0,86,0,0,1,12,0,0,5,0,0,1,3211,34
12,28,1,0,0,0,37,0,0,12,23,1,0,21,0,4,0,3212,34
13,29,3,1,0,0,30,0,0,1,26,0,0,36,0,1,5,3213,34
4,23,3,0,0,0,46,0,0,1,19,0,0,31,0,0,1,3214,34
1,4,2,0,0,0,81,0,0,4,14,0,0,5,0,1,1,3215,34
5,39,0,0,0,0,12,0,0,8,6,0,0,26,0,0,3,3216,34
8,32,0,1,0,0,39,0,0,4,16,0,0,21,0,2,4,3217,34
17,44,0,1,0,0,12,0,0,16,12,2,0,26,0,2,7,3218,34
10,33,2,0,0,0,27,0,0,11,18,1,0,21,0,1,0,3219,34
15,11,0,2,0,0,48,0,6,0,74,3,0,3,0,3,2,3220,34
15,10,0,1,0,0,53,0,6,0,68,3,0,4,0,3,2,3221,34
12,10,1,0,0,0,91,0,1,2,35,5,0,7,0,4,4,3222,34
15,32,2,1,0,0,47,0,0,1,15,0,0,22,0,1,0,3223,34
8,21,2,0,0,0,63,0,0,4,22,0,0,19,0,3,0,3224,34
7,2,0,0,0,0,92,0,1,1,29,2,0,8,0,5,0,3225,34
2,0,0,0,0,0,96,0,0,0,7,1,0,0,0,0,9,3226,34
5,19,2,0,0,0,55,0,1,2,31,5,0,17,0,7,0,3227,34
0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,191,3228,34
7,8,1,0,0,0,84,0,0,1,34,0,0,12,0,3,4,3229,34
12,24,2,0,0,0,49,0,0,6,20,0,0,23,0,2,0,3230,34
6,2,0,0,0,0,99,0,0,1,23,1,0,7,0,6,0,3231,34
2,5,0,0,0,0,88,0,0,0,17,2,0,2,0,1,0,3232,34
4,11,1,1,0,0,107,0,0,0,18,2,0,1,0,1,32,3233,34
17,25,5,1,1,0,31,0,0,9,42,1,0,25,0,8,0,3234,34
8,22,6,1,0,0,27,0,0,12,34,5,0,34,0,6,0,3235,34
8,21,4,1,1,0,70,0,1,4,29,0,0,13,0,6,0,3236,34
2,0,0,0,0,0,101,0,1,0,8,1,0,0,0,0,1,3237,34
2,0,0,0,0,0,92,0,0,0,10,0,0,8,0,0,1,3238,34
1,0,1,0,0,0,110,0,0,0,24,2,0,2,0,1,4,3239,34
6,2,0,0,0,0,93,0,0,1,23,1,0,6,0,5,0,3240,34
2,0,0,0,0,0,100,0,0,0,9,1,0,0,0,0,26,3241,34
20,41,1,0,0,0,88,0,0,7,8,4,0,11,0,2,5,3242,34
13,27,6,2,1,0,18,0,0,14,32,4,0,39,0,9,0,3243,34
3,5,1,2,0,0,64,0,0,10,22,1,0,19,0,0,0,3244,34
8,10,0,1,0,0,84,0,0,0,45,3,0,7,0,3,2,3245,34
19,37,6,2,1,0,33,0,1,4,39,1,0,30,0,10,0,3246,34
14,24,1,1,0,0,73,0,0,7,23,4,0,12,0,2,5,3247,34
4,4,0,0,0,0,89,0,0,1,19,2,0,4,0,1,0,3248,34
12,50,0,0,2,0,0,0,0,3,3,0,0,32,0,1,3,3249,34
8,8,0,0,0,0,94,0,1,0,29,3,0,7,0,4,0,3250,34
1,0,1,0,0,0,92,0,0,2,6,0,0,1,0,1,7,3251,34
10,25,5,1,0,0,19,0,1,11,38,6,0,28,0,7,0,3252,34
9,43,0,0,0,0,5,0,0,0,14,0,0,40,0,1,0,3253,34
7,2,1,0,0,0,112,0,0,0,32,1,0,7,0,1,5,3254,34
12,34,1,1,0,0,47,0,0,9,21,3,0,19,0,2,4,3255,34
13,11,1,0,0,0,100,0,1,3,41,5,0,10,0,6,2,3256,34
9,32,7,1,1,0,11,0,0,12,47,5,0,35,0,6,0,3257,34
10,33,0,1,0,0,21,0,0,11,10,0,0,24,0,2,6,3258,34
8,15,7,2,1,0,20,0,0,11,34,2,0,35,0,5,0,3259,34
9,7,0,1,0,0,52,0,6,0,39,0,0,2,0,4,12,3260,34
4,17,1,0,0,0,73,0,1,1,33,5,0,10,0,5,0,3261,34
12,15,1,0,0,0,76,0,1,4,34,4,0,18,0,6,0,3262,34
10,25,4,1,1,0,31,0,0,5,36,4,0,23,0,7,0,3263,34
3,33,0,0,0,0,11,0,0,5,8,0,0,27,0,1,6,3264,34
20,45,1,0,0,0,60,0,0,9,9,4,0,15,0,2,4,3265,34
4,4,0,0,0,0,98,0,0,0,11,2,0,1,0,1,21,3266,34
6,28,0,0,0,0,25,0,0,3,10,0,0,26,0,2,5,3267,34
9,30,2,0,0,0,11,0,0,6,9,0,0,33,0,2,0,3268,34
13,25,2,0,0,0,48,0,0,6,19,0,0,24,0,2,0,3269,34
9,34,5,2,1,0,19,0,0,12,35,4,0,34,0,7,0,3270,34
11,15,1,0,0,0,77,0,1,6,39,4,0,17,0,4,2,3271,34
11,34,2,0,0,0,8,0,0,6,11,0,0,38,0,1,0,3272,34
4,16,0,0,0,0,57,0,0,5,14,0,0,16,0,2,2,3273,34
8,30,0,0,0,0,41,0,0,7,17,1,0,26,0,4,0,3274,34
7,9,0,1,0,0,86,0,0,0,43,3,0,6,0,3,1,3275,34
14,14,2,1,1,0,38,0,0,8,37,1,0,18,0,3,0,3276,34
2,0,0,0,0,0,63,0,0,0,7,1,0,0,0,0,82,3277,34
6,19,2,1,0,0,53,0,1,6,32,5,0,18,0,7,0,3278,34
12,32,2,0,0,0,13,0,0,6,10,0,0,33,0,2,0,3279,34
0,0,0,0,0,0,101,0,0,0,1,0,0,0,0,0,24,3280,34
6,6,0,0,0,0,49,0,6,0,24,0,0,4,0,2,52,3281,34
7,9,0,0,0,0,93,0,0,0,31,0,0,11,0,2,4,3282,34
1,3,2,0,0,0,89,0,0,2,10,0,0,3,0,1,5,3283,34
11,23,2,0,0,0,52,0,0,6,20,0,0,20,0,2,0,3284,34
11,10,0,1,0,0,74,0,0,0,54,3,0,7,0,1,1,3285,34
15,13,1,1,2,0,45,0,0,5,32,1,0,19,0,1,0,3286,34
6,21,2,1,0,0,40,0,1,6,33,6,0,20,0,7,0,3287,34
0,0,0,0,0,0,94,0,0,0,1,0,0,0,0,0,24,3288,34
3,0,1,0,0,0,117,0,0,0,29,2,0,2,0,0,6,3289,34
8,23,3,1,0,0,23,0,1,9,36,7,0,25,0,6,0,3290,34
17,44,1,1,0,0,18,0,0,18,14,3,0,29,0,3,5,3291,34
8,7,0,1,0,0,71,0,0,0,40,3,0,4,0,3,3,3292,34
5,17,3,0,0,0,55,0,0,1,23,0,0,30,0,1,2,3293,34
7,17,4,1,1,0,61,0,0,3,33,2,0,11,0,4,0,3294,34
6,7,0,1,0,0,85,0,0,0,30,3,0,3,0,1,9,3295,34
3,33,0,0,0,0,39,0,0,7,7,0,0,23,0,1,0,3296,34
20,29,1,1,2,0,42,0,0,1,38,1,0,22,0,3,0,3297,34
13,21,2,0,0,0,83,0,0,1,23,1,0,19,0,4,0,3298,34
8,9,0,1,0,0,88,0,0,0,46,3,0,7,0,3,1,3299,34
3,6,0,0,0,0,54,0,0,0,6,0,0,4,0,2,106,3300,34
15,0,0,0,534,0,0,0,84,0,1,0,0,0,0,0,0,3301,35
10,0,0,0,543,0,0,0,79,0,2,0,0,0,0,0,0,3302,35
32,8,20,0,54,0,69,0,124,2,10,2,0,3,0,0,1,3303,35
34,2,26,18,10,0,48,0,117,5,7,8,0,1,0,0,2,3304,35
38,5,17,11,198,0,0,0,156,1,13,5,0,0,1,0,0,3305,35
21,6,10,9,189,0,36,0,117,6,5,4,0,1,0,0,1,3306,35
17,6,18,4,229,0,0,0,124,3,2,1,0,2,2,0,0,3307,35
23,0,1,1,361,0,0,0,234,0,2,0,0,0,0,0,0,3308,35
15,1,2,6,416,0,2,0,131,1,4,7,0,0,0,0,0,3309,35
10,0,0,0,505,0,0,0,127,0,1,0,0,0,0,0,0,3310,35
14,0,0,1,554,0,1,0,68,0,2,0,0,0,0,0,0,3311,35
48,1,14,7,104,0,2,0,273,1,7,11,0,0,0,0,0,3312,35
34,18,29,10,41,0,56,1,48,5,21,1,0,3,0,0,0,3313,35
34,4,28,7,27,0,93,0,87,6,9,1,0,2,0,0,2,3314,35
22,0,2,0,459,0,0,0,127,1,2,0,0,0,0,0,0,3315,35
38,3,26,19,13,0,30,0,134,4,7,9,0,0,0,0,2,3316,35
21,7,17,7,115,0,56,0,106,7,5,2,0,1,0,0,1,3317,35
51,0,13,7,103,2,82,0,152,5,11,6,0,0,0,0,0,3318,35
104,0,13,23,11,3,29,0,238,0,2,2,0,0,0,0,0,3319,35
33,20,29,10,42,0,55,1,48,5,21,0,0,3,0,0,0,3320,35
48,0,13,5,161,0,5,0,237,2,10,11,0,0,0,0,0,3321,35
32,6,15,9,44,0,139,3,61,5,0,4,0,1,0,0,0,3322,35
26,12,34,10,37,0,82,0,46,4,31,4,0,1,0,0,0,3323,35
32,3,16,12,196,0,6,0,129,2,5,3,0,0,0,0,1,3324,35
28,0,7,1,309,0,18,0,180,2,11,5,0,0,0,0,0,3325,35
32,8,32,10,4,0,68,1,86,6,1,1,0,1,0,0,0,3326,35
48,1,12,8,138,0,2,0,267,1,6,11,0,0,0,0,0,3327,35
70,6,36,14,19,2,0,0,201,4,11,5,0,0,1,0,0,3328,35
17,18,25,9,103,0,0,0,63,11,16,1,0,4,0,0,0,3329,35
32,5,18,18,117,0,11,0,130,2,7,6,0,0,0,0,1,3330,35
48,1,11,8,134,0,2,0,269,1,6,11,0,0,0,0,0,3331,35
73,5,18,16,6,3,51,2,163,2,3,3,0,0,0,0,0,3332,35
31,5,20,3,43,0,90,0,110,3,10,2,0,0,0,0,2,3333,35
29,25,34,7,60,0,0,0,44,13,21,0,0,4,2,0,0,3334,35
65,4,34,15,6,3,27,1,149,3,5,7,0,0,0,0,0,3335,35
24,23,38,10,57,0,14,0,39,11,29,1,0,4,0,0,0,3336,35
33,13,20,0,67,0,47,0,120,3,11,1,0,3,0,0,1,3337,35
16,0,2,1,470,0,1,0,147,0,3,2,0,0,0,0,0,3338,35
84,4,21,14,7,3,36,1,172,1,4,2,0,0,0,0,0,3339,35
22,1,6,6,396,0,0,0,116,1,4,3,0,0,0,0,0,3340,35
29,28,37,8,35,0,13,0,39,11,20,0,0,5,2,0,0,3341,35
30,9,29,12,4,0,63,1,88,6,3,3,0,0,0,0,0,3342,35
19,5,12,7,211,0,0,0,164,7,7,1,0,0,0,0,0,3343,35
69,6,57,10,8,1,0,0,209,4,17,3,0,0,0,0,0,3344,35
9,0,0,0,518,0,0,0,108,0,1,0,0,0,0,0,0,3345,35
24,1,1,4,295,0,2,0,232,0,1,5,0,0,0,0,0,3346,35
18,0,0,0,492,0,0,0,120,0,0,0,0,0,0,0,0,3347,35
23,26,33,5,68,0,0,0,48,9,10,0,0,5,2,0,0,3348,35
27,11,29,15,7,0,58,0,84,3,4,4,0,0,0,0,0,3349,35
39,5,31,7,30,1,53,0,104,2,10,3,0,0,0,0,0,3350,35
15,0,0,0,536,0,0,0,98,0,0,0,0,0,0,0,0,3351,35
22,1,1,4,317,0,2,0,232,0,1,3,0,0,0,0,0,3352,35
31,5,14,9,271,0,0,0,127,0,3,0,0,0,0,0,0,3353,35
55,4,34,15,6,3,23,0,149,3,4,9,0,0,0,0,0,3354,35
38,0,8,4,201,2,84,0,136,2,13,3,0,0,0,0,0,3355,35
25,22,36,8,55,0,14,0,39,11,26,1,0,4,0,0,0,3356,35
34,9,33,13,11,0,61,0,88,2,6,4,0,0,0,0,0,3357,35
62,4,29,14,72,2,7,0,214,2,13,5,0,0,1,0,0,3358,35
47,5,32,12,114,1,0,0,170,1,11,5,0,0,1,0,0,3359,35
15,0,0,0,546,0,0,0,79,0,1,0,0,0,0,0,0,3360,35
13,0,0,0,471,0,0,0,146,0,2,0,0,0,0,0,0,3361,35
52,9,34,23,7,0,63,1,78,4,10,2,0,0,0,1,0,3362,35
34,4,16,15,85,0,23,0,128,3,6,8,0,1,0,0,1,3363,35
41,5,25,14,93,1,9,0,132,1,12,3,0,0,1,0,0,3364,35
11,0,0,0,506,0,0,0,127,0,1,0,0,0,0,0,0,3365,35
32,0,8,2,238,0,73,0,150,1,13,5,0,0,0,0,0,3366,35
29,0,3,2,386,0,4,0,177,1,8,2,0,0,0,0,0,3367,35
27,2,5,7,209,0,2,0,258,0,1,6,0,0,0,0,0,3368,35
31,11,24,2,38,0,68,0,96,5,11,1,0,4,0,0,1,3369,35
88,8,51,15,8,1,0,0,200,2,13,4,0,0,0,0,0,3370,35
80,4,29,16,8,3,25,0,152,2,5,6,0,0,0,0,0,3371,35
113,0,16,19,7,3,29,0,214,0,5,2,0,0,0,0,0,3372,35
52,8,33,13,7,1,31,0,109,4,14,3,0,0,0,1,0,3373,35
10,0,1,3,515,0,1,0,87,1,3,0,0,0,0,0,0,3374,35
88,5,41,14,21,3,0,0,216,3,11,4,0,0,0,0,0,3375,35
10,1,0,1,486,0,1,0,143,0,2,0,0,0,0,0,0,3376,35
36,5,29,20,36,0,10,0,122,2,5,9,0,0,0,0,1,3377,35
31,3,13,12,336,0,0,0,117,0,4,1,0,0,0,0,0,3378,35
19,0,5,4,453,0,1,0,97,0,4,3,0,0,0,0,0,3379,35
13,1,3,6,423,0,3,0,112,1,3,7,0,0,0,0,0,3380,35
21,1,6,6,421,0,1,0,92,0,4,3,0,0,0,0,0,3381,35
35,9,29,9,5,0,74,1,82,6,3,1,0,0,0,0,0,3382,35
47,6,27,10,94,1,2,0,161,1,11,3,0,0,1,0,0,3383,35
28,5,21,8,35,0,81,0,92,8,5,7,0,1,0,0,2,3384,35
44,7,26,17,4,0,87,2,67,6,8,1,0,1,0,0,0,3385,35
94,0,14,19,11,3,47,1,209,0,2,2,0,0,0,0,0,3386,35
15,0,1,0,405,0,0,0,208,0,2,0,0,0,0,0,0,3387,35
103,0,14,21,7,3,30,0,223,0,4,2,0,0,0,0,0,3388,35
53,5,36,18,7,0,22,1,136,2,5,5,0,0,0,0,0,3389,35
19,2,1,5,294,0,0,0,250,0,1,4,0,0,0,0,0,3390,35
63,8,34,18,3,1,52,0,95,5,14,1,0,0,0,1,0,3391,35
